quarter,strategy,params,gross_SR,net_SR,gross_PnL,net_PnL,gross_CR,net_CR,av_daily_ntrans,stat
2023_Q1,momentum,EMA20-100,-0.11580063564895648,-1.2344425182522234,-958.8000000000866,-10528.800000000085,-0.1945449573852139,-1.5278188630745475,8.179487179487179,-4.083076038010783
2023_Q3,momentum,EMA20-100,-3.9124987689926685,-5.45058693272094,-21114.699999999968,-30954.699999999968,-2.5414078286320128,-2.830499526144574,8.41025641025641,-20.425537491494925
2023_Q4,momentum,EMA20-100,3.3491362767941717,1.8350793894724484,19437.50000000039,10947.500000000387,16.555435232278125,6.775381432482926,7.256410256410256,3.194993332620061
2024_Q2,momentum,EMA20-100,1.550795492953569,0.7548386421865204,18256.699999999135,9050.699999999142,3.9088115558444154,1.6576561569246808,7.948717948717949,0.5613692904254954
2024_Q4,momentum,EMA20-100,1.1012482585723695,0.24775310408968118,11797.000000000025,2711.000000000031,2.0090620006225506,0.42719478911051667,7.6835443037974684,-0.2515702613996177
2025_Q1,momentum,EMA20-100,-1.2918557734917102,-2.3550817027630804,-11664.100000000193,-21759.100000000188,-1.6424255201474283,-2.2988985162898405,8.74025974025974,-8.793743180823014
2025_Q2,momentum,EMA20-100,3.958299524113995,3.506804049854654,77481.00000000016,69285.00000000016,9.795163163322359,8.173719451462015,7.102564102564102,12.743522415202529
