quarter,strategy,params,gross_SR,net_SR,gross_PnL,net_PnL,gross_CR,net_CR,av_daily_ntrans,stat
2023_Q2,momentum,EMA20-100,-1.428547948418286,-2.532374062445058,-10746.400000000016,-19536.400000000016,-1.9253212805336448,-2.4720771538176582,7.6103896103896105,-9.013062935184212
2024_Q1,momentum,EMA20-100,1.3576485800411793,-0.23916924289795274,7955.500000000484,-1449.4999999995161,1.8608734879370257,-0.2652521396325352,8.038461538461538,-0.2743934227946378
2024_Q3,momentum,EMA20-100,-0.5176758203973789,-1.459330050548884,-5224.199999999701,-15089.499999999725,-0.7543005929044514,-1.684600858046625,8.354430379746836,-5.317620067668386
2025_Q3,momentum,EMA20-100,0.9533498537220377,0.14507364484409918,11615.900000000147,1793.9000000001306,3.1431425812150735,0.3441475822613838,8.177215189873417,-0.2074161298973992
2025_Q4,momentum,EMA20-100,2.7170014231836364,2.373146644202823,27936.500000000022,24582.500000000036,18.455727083761047,15.70634154578466,7.62962962962963,5.997880754611767
